ID,Noms
ClaudeLorrain,"Claude de Lorraine,Claude le Lorrain,CLAUDE GELEE,LE LORRAIN,Le Lorrain,le Lorrain"
ClaudeMaugis,Abbé de Saint Ambroise
ClaudeMellan,Melan
ClaudeParadin,Paradino
ClaudePerrault,"M
                            Perrault,M.
                            Per.,M. Perrault,Perrault,M. Per.,M Per."
ClaudeVignon,"CLAUDE VIGNON,Mr. Vignon"
ClaudineBouzonnetStella,Niece
Cleanthe,Cleante
CleantheDeCorinthe,Cleante Corinthio
Clelie,Clelia
ClementV,Clement cinquiéme
ClementVII,"Clement
                           VII,Cardinal Jules de Medicis,Le Cardinal de Medicis,Papa Clemente settimo,Cardinal de Medicis,cet illustre Pape,Pape Clément VII,Clement septiéme,Jules de Medicis,Clement setiéme,Clement setiême,Clement VII,Clément VII,Sa Saintete,ce Pape,Ce Pape,le Pape,Pape"
ClementVIII,"Papa Clemente Ottavo,Santo Pontefice,Nostro Signore,Clément VIII,Clement VIII"
ClementeBirago,Clemente Birago
Cleopatre,"Cleopatre,Cléopatre,Cleopatra"
Cleophante,"Cleophante Corintien,Cleofante Corinthio,Cléophante,Cleophante,Cleofantes,Cleofante"
Clovis,"Clovis,ce Roi"
Colote,Colote
Columelle,Columelle
Commode,"Empereur Commode,ce jeune Prince,cet Empereur,Commode"
ConsiglioGherardi,Consiglio Gherardi
ConstanceII,"Cet Empereur,Constantius,Constance"
Constant,Constant
ConstantII,"Constantin III,Constant II"
Constantin,"Constantin le Grand,Magno Constantino,Grand Constantin,cet Empereur,Costantino,Constantin,ce Prince,Empereur"
ConstantinV,"Constantin Copronime,ce Constantin,cet Empereur,Constantin,ce Prince"
ConstantinVI,Constantin
CorneilleDeBie,Corneille de Bie
CorneilleSchut,CORNEILLE SCHUT
CornelisCort,Corneille Cort
CornelisGalleI,Corneille Gall
CornelisIIBloemaert,Corneille Blomart
CornelisVanHaarlem,"CORNEILLE CORNEILLE,Cornélius Cornélii"
CornelisVanHeem,CORNEILLE VAN HEEM
CornelisVanPoelenburgh,"CORNEILLE POLEMBOURG,Corneille Polembourg"
CorneliusPinus,"Cornellius Pinus,Cornelius Pinus"
Correge,"Antoine
                        Corregio,Antonio da
               Correggio,Antonio
               da Correggio,Antonio
               da Coreggio,Antonio da
               Coreggio,cet illustre Peintre,Antonio da Correggio,Antonio da Coreggio,Antonio da Corregio,Antoine de Correge,Cet habile homme,ANTOINE CORREGE,le Corrége,le Corregge,ce Peintre,du Correge,Antonio da,le Correge,le Corrége,Le Correge,Correggio,Antoine 2,Corregio,Corrége,Corregge,Correge,Corrége,Antonio,Corége,Corege"
CorsinoBuonaiuti,Corsino Buenaiuti
CosimoBartoli,"Cosimo
               Bartoli,Cosimo
            Bartoli,COSIMO BARTOLI,Cosimo Bartoli"
CosimoRosselli,"Cosimo
               Rosselli,Cosimo Rosselli,COME ROSSELLI"
CosimoRucellai,Cosimo Rucellai
CosmeDeMedicis,"Grand
                                    Duc,Grand Duc de Toscane,Gran Duca di Toscana,Duc Côme de Medicis,Cosimo di Firenze,Cosme de Medicis,Côme de Médicis,Côme de Medicis,Gran Duca di,Ce Grand Duc,Grand Duc,Duc de,ce Duc,Cosmo,Côme"
CostanzaSforza,Duchessa di Sora
Cresus,"Cressus,Cresus,Creso"
CristoforoDaFerrara,Christofano de Modene
CristoforoLandino,"Cristoforo
               Landino,Cristoforo Landino"
CristoforoLombardo,Christofle Lombard
CristoforoMadruzzo,Cardinal Maducio
CristoforoRoncalli,"Christoforo Roncalli,Christofaro,Christoforo,io"
CristoforoSolari,Cristofle
Ctesibios,Tisibio
Cupidon,"Cupidon,Cupido"
Cybele,"Cybelle,Cibele"
Cyllare,Cyllare
CyrusII,"Cyrus,Cirus,Cyre"
Dagobert,"Ce Prince,Dagobert"
Dagon,Dagon
Damon,"Demone,Demon,Damon"
Danae,"Danaé,Danae"
DanielGittard,Gitart
DanielHeinsius,Heinsius
DanielSeghers,DANIEL SEGRE
DanieleBarbaro,"Monsieur DANIEL Barbaro Patriarche d'Aquilée,Mr. Barbaro Partiarche d'Aquilée,Mr. Barbaro Patriarche d'Aquilée,Daniel
               Barbaro,Barbaro Patriarche d'Aquilée,Patriarca d'Acquileia,Patriarche d'Aquilée,Patriarca d'Acquilea,Monsignor Barbaro,Daniel Barbaro,Mr. Barbaro,Barbaro"
DanieleDaVolterra,"Daniel de
                     Volterre,Daniello
               Ricciarelli,Daniello da
               Volterra,Daniello da Volterra,Daniello Ricciarelli,Daniel de Volterre,Ce grand homme,Braghettone,Ricciarel,Daniel 2,Daniel"
Dante,"Dante Aliger,Danté,Dante"
DarioDiGiovanni,Darioda Trevisa
DariusI,Darius
DariusII,"Darius Nothus,Darius Notus"
DariusIII,Darius
Dathan,Dathan
David,David
DavidITeniers,"David Teniers,DAVID TENIERS"
DavidTeniers,"David Teniers,DAVID TENIERS,Teniers"
DavideGhirlandaio,David
Dedale,"Dedalus,Dedale,Dedalo,Dædale,Dædala"
Deioces,Deioce
Dejanire,Deianira
DemarateDeCorinthe,"Demaratus,Demarate"
Demetrios,"Roy Demétrius,Roi Demetrius,Demetrius,Demétrius,Demetrio"
DemetriosAlopece,"Démetrius,Demetrio"
DemetriosDePhalere,Demetrio Falereo
Democrite,"Democrite,Démocrite"
Demophile,Demophile
Demosthene,Demosthene
DenisSauvage,DENIS SAUVAGE.
Denys,Denis le tyran
DenysCalvaert,"Dionigi Calvert d'Anversa,Denis Calvart Flamand,il
     Fiammingo,Denys Calvart,il Fiammingo,Dionigi"
DenysHalicarnasse,Denys de Halicarnasse
Deucalion,Deucalion
DianaScultoriGhisi,Diane
Diane,"Diane,DIANE,Diana"
DianeDePoitiers,"Duchesse de Valentinois,Diane de Poitiers"
DidierDeLombardie,Didier
Didon,"Reina Didone,Princesse,Didone,Didon"
DiegoMaxiaFelipezDeGuzman,Marquis de Leganez
Dieu,"Le Saint Esprit,Dieu le Pere,S. Esprit,Signore,Iddio,Dieu,dieu,DEO.,DIEU,Dio,DIO"
Dinias,Dinias
Dinocrate,"Stasicrates,Dinocrates,Dinocrate"
Diocletien,Diocletien
DiodoreDeSicile,"Diodore de Sicile,Diodore Sicilien,Diodoro Siculo,Diodoro,Diodore,Diod"
Diogene,"Diogene Atenien,Diogenes,Diogene"
DiogeneLaerce,"Diogene Laertio,Diogene Laerzio"
DionCassius,Dion Cassius
DionDePruse,Dion Chrysostome
Dioscoride,Dioscoride
DirckBarendsz,"Teodoro Bernart d'Amsterdam,DITERIC BARENT,Diteric Barent"
Discordia,Discordia
DomenicoBeccafumi,"Domenique
                                        Beccafumi,DOMINIQUE BECCAFUMI,Dominique Beccafumi,Mecherin de Sienne,Dominique Becafumy,Dominique Bacafumi,MICARIN DE SIENNE,Beccafumi,Dominique,Becafumi,Mecarino"
DomenicoBrusasorzi,Dominique
DomenicoCanigiani,Dominique Covigiani
DomenicoCompagni,Dominique
DomenicoCresti,Cavalier Domenico da
DomenicoDelBarbiere,"Dominique Florentin,Dominique"
DomenicoFontana,"Domenico
     Fontana,Domenico Fontana,Dominico da Melì,Dominique,Fontana"
DomenicoGhirlandaio,"Dominique de Ghirlandaio,Domenique Ghirlandaie,Dominique Ghirlandaie,DOMINIQUE GHIRLANDAI,Dominique Ghirlandai,Domimico Ghirlandai,Le Ghirlandaio,Dominique de,Ghirlandaie,Ghirlandai,Dominique"
DomenicoLonati,Dominico Lonati
DomenicoMoreni,DOMENICO MORENI
DomenicoPucci,"Domenico
               Pucci,Domenico Pucci"
DomenicoTibaldi,"Dominique Tebaldi,Tibaldi"
DomenicoVeneziano,"Dominique Venitien,DOMINIQUE,Dominique,celui-ci"
DominiqueBachelier,Dominique
DominiqueLampsonius,"Dominique Lampson,Lampson"
Dominiquin,"Dominique Zampieri,DOMINIQUE ZAMPIERI,Dominiquain Bonon,le Dominiquain,le Dominiquin,LE DOMINIQUIN,Domenichino,Dominiquin,Dominicain"
Domitien,"Domitian Cesar,ce Prince,Domitian,Domitien"
DonJuanDAutriche,Don Giovan d'Austria
DonRodrigoDiToledo,Don Rodrigo di Toledo
Donatello,"le Donatele,Donatello,Donatelle,Donatele,Donato,Donat"
DonatoZeno,Donat
DoraliceFioravanti,"une femme,sa femme"
DorotheeDeLorraine,Dorotea di Bransvich
Dossi,LES DOSSES
DossoDossi,"vieux Dosso,le Dosso,Le Dosso,le Dosse,L'Ainé"
Dubie,Dubié
Duccio,"Duccio,DUCIO"
Echion,"qu'Aëtion,Aëtion,Aetion,Ætion"
EdouardColbertVillacerf,"MARQUIS DE VILACERF,Monsieur,MONSIEUR"
EdouardFarnese,"Signor Cardinale Odoardo Farnese,Cardinal Odoard Farnése,Le Cardinal Farnése,Cardinal Farnése,Cardinale,Prencipe"
EgidioPusterla,Aegidius Pusterla
Eleazar,Eleazar
EleonoraMedici,MADAMA LEONORA MEDICI GONZAGA
EleonoreDeTolede,"sa
                                    femme"
EleonoreGonzague,L'Archiduchesse d'Austriche
Eleusis,d'Eleusis
Elie,"Profete,Elie"
ElisabethDAragon,Sant'Elisabetta
ElisabethDeFrance,"cette Reine,la Reine"
ElisabethI,Reine Elizabeth
Elisee,Elisée
EmmanuelMaignan,"Père Magnan Religieux Minime,Pere Magnan,P.Magnan"
Empedocle,Empedocle
EneaVico,"Enea
               Vico,Enée Vico,Enea Vico"
Enee,"Enea,Enée"
Eole,Eolo
Epaminondas,Epaminondas
Epicarme,Epicarme
Epicure,Epicuro
Epimenide,Epimenide
Erasmus,Erasme
ErasmusIIQuellinus,"Erasme Quillinus,ERASME QUILLINUS,Erasme Quillin"
Eratosthene,Eratosthene
ErcoleDeRoberti,"Laurent Hercule de Ferrare,Laurent"
ErcoleProcacciniI,"Ercole Porcaccino,Ercole Porcacino,Hercule"
Erichthonios,"d'Ericton,Ericton"
ErnestDAutriche,Arciduca Ernesto
Erostrate,Herostrate
Eschyle,Eschile
Esope,"Esope,Esopo"
EspritFlechier,Esprit Fléchier
EtienneDeByzance,Stephanus de Urbibus
EtienneDelaune,Etienne Lanne
EtienneDuperac,"Etienne du Perac,Du Pérac"
EtienneRendu,Rendu
Euchir,Euchir
Euclide,"Euclides,Euclidi,Euclide"
Eudoxie,Eudoxie
EugeneIV,"Pape Eugene quatriéme,Eugene le quart,Pape Eugene,Eugène IV.,Eugene IV"
EugenioCattaneo,Eugenio Cattaneo
Eumarus,"Eumaro Ateniese,Eumarus"
Eunostos,Eunoste
Euphorbe,Euphorbe
Euphranor,"Eufranore Istmio,d'Euphranor,Euphranor,Eufranore,Eufranor"
Eupompe,"d'Eupompe,Eupompe,Eupompo"
Euripide,Euripide
EuropaAnguissola,Europe
Euryale,Eurialo
Euryalus,Euryalus
Eurydice,Euridice
EusebeDeCesaree,"Eusebe Pamphile,Eusebe 3,Eusebe"
EustacheLeSueur,"Eustache le Sueur,Mr. le Sueur,Le Sueur,le Sueur"
EvagriusPonticus,Evagrius
Evandre,Evandro
Eve,"Eva,Eve"
Evenor,Evénor
EverhardJabach,Jabac
Ezechiel,"Prophète Ezechiel,Ezechiel"
FabrizioFerrari,Signor Fabrizio
FamianoNardini,"Comte de Nardini,Nardini"
Fauna,Fauna
Fauno,Fauno
Faunus,Faune
FedeGalitia,Fede
FedeGalizia,Fede de
FedericoBorromeo,"FEDERICO CARDINALE BORROMEO,Cardinale Borromeo,Signor Protettore,Cardinal Borromeo,Signor Principe,Cardinale"
FedericoComandino,Comandino
FedericoZuccaro,"Cavaliero Federico Zuccharo,CAVAGLIER FEDERICO ZUCCARO,Chevalier Federic Zuccaro,Federicum Zuccarum,Cavaglier Zuccaro,FEDERICO ZUCCHARI,FEDERICO ZUCCARO.,Federici Zucchari,Fiderico Zuccaro,Signore Principe,Federico Zuccari,FEDERICO ZUCCARO,FEDERICO ZUCCARI,Fréderic Zuccre,Federico Zuccaro,Frederic Zuchero,Signor Principe,Frédéric Zuccre,Fréderic Zuccre,Fréderic Luccre,FREDERIC ZUCCRE,Signor Prencipe,Signor Zucchari,Frederic Zuccre,Signor Zuccari,sua Signoria,Sua Signoria,Sonnachioso,F. Zuccharo,CAVAGLIERE,Frederict,ZUCCHARUS,Zucchari,ZUCCHARE,Fréderic,Frederic,ZUCCARO,,Zucchero,FEDERICE,ZUCCARO,Zuccari,Federic,ZUCCARE,ZUCCAR,Zucaro,io,me"
FerdinandAlvareDeTolede,Duc d'Albe
FerdinandAutriche,Cardinal Infant
FerdinandBol,Mr. Ferdinan du Reimbran
FerdinandElle,"FERDINAND ELLE,Ferdinand Elle,Ferdinand"
FerdinandI,"Empereur Ferdinand,Ferdinando I,Ferdinand I,Ferdinando,Ferdinand"
FerdinandIDeMedicis,"Ferdinand de Medicis,Ferdinando"
FerdinandII,"Arciduca Ferdinando,catolico re di,Ferdinando II,Ferdinand II,Re Catolico,l'Empereur"
FermoGhisoniDaCaravaggio,"Fermo
               Guisoni,Fermo Guisoni"
Feronie,Feronie
FestusGrammaticus,Festus
Filarete,Antoine Filarete
FilippinoLippi,"PHILIPPE LIPPI,Philippe,Lippi"
FilippoFerrari,P. Ferrarius
FilippoMassini,ESTATICO
FlaminioVacca,"Messer Flaminio Vacca,Messer Flaminio,Flaminio Vacca"
FlavioBiondo,"Il Biondo,Il biondo,il Buono,biondo"
FlaviusJosephe,Josephe
FlaviusRufinus,Rufin
FlaviusVopiscus,Flavius Vopiscus
Flore,"Ninfa Flora,Flore"
Fortuna,Fortune
FraAngelico,"Frere Jean de Fiesole,Jean de Fiesole,Jean Angélic,JEAN ANGELIC,Jean Angelic"
FraBartolomeo,"frere
                  Barthelemy,Fra Bartolomée de Saint Marc,Frà Bartolomée de saint Marc,Berthelemy de saint Marc,Fra Bartolomée 2,Frà Bartolomée,Dom Bartolomée,Bartolomée"
FraFilippoLippi,"Frere Filipe Filipini,Philippe Lippi,PHILIPPE LIPPI,Filipe Lippi,son Pére,Lippo,Lippi"
FraGiovanniDaVerona,Frere Jean de Veronne
FrancescoBarberini,Cardinal Barberin
FrancescoBassano,"FRANCOIS BASSAN,François,Bassano,i due"
FrancescoBassanoIlVecchio,"Francois de Ponte,Francois du Pont"
FrancescoBocchi,"M. Francesco Bocchi,Francesco Bocchi"
FrancescoBonsignori,François Mosignori
FrancescoBoschi,François Bochi
FrancescoBrambillaIlGiovane,"Francesco Brambilla,il Brambilla,François"
FrancescoCapriani,"Messer Francesco Volterra,Francesco Volterra"
FrancescoDaSangallo,François de Sangalle
FrancescoDelGiocondo,"Francesco del
               Giocondo,Francesco del Giocondo"
FrancescoDelMonte,"Francesco del Monte,del Monte"
FrancescoDiPellegrino,"François Pellegrin,Péllegrin"
FrancescoFerrucci,Tadda
FrancescoFrancia,"FRANCESCO FRANCIA,FRANCESCA FRANCIA,François Francia,François,Francia"
FrancescoGiuntini,Giuntino
FrancescoMarchetti,Francesco
FrancescoMariaSforza,ultimo Duca de gli Sforci
FrancescoMelzi,"Francesco Melzi,François Melzi,Melzi"
FrancescoMerano,le Paggio
FrancescoMochi,le Mocqui
FrancescoOsanna,"Francesco Osanna.,Francesco Osanna"
FrancescoOttonaio,Ottonai
FrancescoPrimaticcio,"Le Primatice Abé de saint Martin,François Primatice Boulonnois,Abé de Saint Martin de,le Primaticio Boloigne,François Primaticcio,Primatiste Bolonois,Abé de saint Martin,Francois Primatice,FRANCOIS PRIMATICE,Abé saint Martin,le Primaticcio,Le Primatice,le Primatice,Primaticcio,Primaticio,Ce Peintre,Primatice,l'Abé"
FrancescoSalviati,"Francesco
               Salviati,Francesco
     Salviati,Francesco Salviati,FRANCOIS SALVIATI,François Salviati,Le Salviati,le Salviati,François,Salviati"
FrancescoSforza,"Francesco Sforza primo,François Sforce"
FrancescoSquarcione,"Jacques Squarcioné,Squarcione,Jacques"
FrancescoTorbido,"François,le More"
FrancescoTraballesi,Trabaldese
FrancescoVanni,"François Vanius,FRANCOIS VANIUS,le Vannius,Vanius"
FrancescoVecellio,"FRANCOIS VECELLI,François Vécelli"
FrancescoVillamena,"François Vilamena,le Vilamene,Vilamena,Vilamen"
FranciaBigio,Francia Bigio
Franciabigio,"Francia
               Bigio,Francia Bigio"
FrancisCottington,Chancelier Cottington
FranciscoLopezDeGomara,Francois Lopez de Gomara
FrancoisBelin,"Bellin,Belin"
FrancoisBlondel,"M.
                        Blondel,M. Blondel"
FrancoisBunel,François Bunel
FrancoisColombeDuLys,Colombe du Lys
FrancoisDOrbay,Dorbay
FrancoisDeBonneDeCrequi,Monsieur
FrancoisDeMalherbe,Malherbe
FrancoisDePoilly,Pouilly
FrancoisDerand,"P. Derrand,P. Derand"
FrancoisDuJon,"François Junius Hollandois,Francesco Giunio Olandese,François Junius,Junius"
FrancoisDuQuesnoy,"François du Quesnoy,François Flamant,François Flamand,François Flaman"
FrancoisFilhol,Mr.
FrancoisGuy,Guide François
FrancoisII,François II
FrancoisIIGonzague,"François Gonzague,Duc de,ce Duc"
FrancoisIMedicis,"Francesco
               Medici,Francesco Medici,Duc de"
FrancoisIer,"François
                  premier,Francesco
               Primo,ce
                  Roy,Francesco Valesio primo,ce Grand Roy François,Roy François Prémier,Roy Francois Premier,ce genereux Prince,Francesco Valesio,Ce grand Monarque,Francois Premier,Francois premier,François Premier,François Prémier,François premier,Ce grand Prince,Francesco Primo,Francesco primo,Roi François,Francesco I,François I,Sa Majesté,François 1,Francois I,Sa Majeste,François,Francois,le Roi,le Roy,ce Roi,Roi,Roy"
FrancoisLeVau,le Vau
FrancoisMansart,Mansart
FrancoisMarieDellaRovere,"Francesco Maria Duca di Urbino,Fançois Marie de la Rovere,Francesco Maria primo,Francesco Maria,François Marie,Francoys Marie,duc d'Urbin"
FrancoisMuguet,FRANCOIS MUGUET
FrancoisPerrier,"FRANCOIS PERRIER,François Perier,Mr. Perrier,Perrier,Perier,Perrer"
FrancoisStella,François Stella Flamand de Nation
FrancoisSubletDeNoyers,"Monseigneur de Noyers,gran
     Cardinale,gran Cardinale,M. des Noyers,M. de Noyers,monsieur"
FrancoisTortebat,Tortebat
Frangipane,Frangipani
FransFlorisI,Franc-Flore
FransFlorisII,"FRANC FLORE,Franc Flore,François"
FransPourbusI,"FRANÇOIS POURBUS,Francesco Purbis,François"
FransSnyders,Sneïdre
FransVanMieris,"FRANÇOIS MIRIS,Miris"
FredericIIMantoue,"Frederic II. Duc de Mantoue,Frideric Marquis de Mantoué,Fréderic de Gonzagues,Federic de Mantoue,Duc de Mantouë,Duc de Mantoue,Federigo II.,ce Prince,Frederic,Federico,Federic,Le Duc,ce Duc,Duc,D"
FredericIPrusse,Son Altesse Monsieur le Marquis de Brandebourg
FriedrichIBrentel,"FREDERIC BRENDEL,Brendel"
Frontin,Frontin
Gabiro,Gabiro
GabrielHonnet,Gabriel Honnoit
GabrielSimeoni,Simeoni
GabrieleBusca,Gabrio Busca
GabrieleCaliari,"Gabriel Caliari,GABRIEL CALIARI"
GabrielePaleotti,"Gabriele Paleotto,Paleotto"
Gaddi,"des Gaddi,Gaddi"
GaddoGaddi,"Gaddo
               Gaddi,GADDO GADDI.,Gaddo Gaddi,Gaddi"
GaetanoZumbo,"Abbé Zumbo,M. Zumbo"
GaiusFabiusPictor,"Fabius Pictor,Caius Fabius,Fabius"
Galatee,Galathée
Gallien,"l'Empereur Galien,Gallien"
Ganymede,Ganimede
Garofalo,Benvenuto Garofola
GasparDeGuzman,Duc d'Olivarez
GaspardDeDaillonDuLude,Monsieur
GaspardDeFieubet,Fieubet
GaspardDughet,Gaspre
GaspareCelio,"Cavalier Celio,GASPARE CELIO,Gaspare Celio,Celio"
GastonDeFrance,"Gaston de France Duc d'Orléans,Monseigneur le Duc d'Orleans"
GastonDeSecondatDeMontesquieu,Baron de Montesquieu
Gaudentio,"Gaudentio Ferrari,Gaudentio,Ferrari,Ferari"
Gaudenzio,"Gaudens Ferrare de Valdusie,Gaudens Ferrari de Valducis,Gaudentio di Ferrari,Gaudenzio Ferrari,Gaudentio,Gaudenzio,Gaudence,Gaudens,Ferrari"
Geminos,Gemino
Genseric,Genseric
GentileBellini,"Cet habile Peintre,ce fameux Peintre,Gentil Bellin,GENTIL BELLIN,ce Peintre,Gentile,Bellin,Gentil"
GentileDaFabriano,"Maître Gentilé d'a Fabriano,GENTILE D'A FABRIANO,Gentil de 3,Gentil de,Gentil"
GeorgGeldorp,GELDORP
GeorgeVilliers,"le Duc de Bouquingan,Duc de Bouquingan,Bouquincan,Duc"
GeorgesDArmagnac,Cardinal d'Armainac
GeorgesLallemand,l'Alleman
GeorgiusAgricola,Agricola
GerardDeGroesbeek,"Cardinal Groosbek,Evêque de"
GerardSeghers,"Gerard Segre,GERARD SEGRE"
GerardTerborch,Terburg
GerardVanOpstal,Monsieur Vanobstal
GermainPilon,"Mr. Pilon,Pilon"
Germanicus,Germanicus
GerolamoBassano,"Jérôme,Jerôme"
GerolamoCardano,"Girolamo Cardano,Hierosme Cardan,Cardano,Cardan"
GerolamoGrimani,Jérôme Grimani
GerritDou,"Girard Dau,GIRARD DAU"
GerritVanHonthorst,"GERARD HONTORST,Gérard Honorst,Huntorst,Homtorst,Hontorst"
GervaisDelabarre,Mr. Gervais
GherardoBorgogni,Gherardo Borgogni
GherardoStarnina,"Gherardo Starnini,GERARDO STARNINA,Gherardo"
GiacomoCavedone,le Cavédon
GiacomoDiPace,Pacio
GiacomoFantoni,Jaque Colonne
GiacomoNizzola,Iacomo da Trezzo
GiacomoSoldati,"Messer Giacomo Soldato,Giacomo Soldati"
GiambattistaCastaldo,Castaldo
GiambattistaMarino,"le Cavalier Marin,Cavalier Marin,le Cavalier,Chevailler,Cavalier,Marino"
Giambologna,"Giovan Bologna dei Devai,Jean Bolongne,Jean Bologna,Jean Bologne,Gio Bologna,Giambologna,Boloigne,Jean de"
GianVittorioRossi,"Giovan Vittorio de Rossi,GIOVAN VITTORIO DE ROSSI"
GianelloTorriani,"Gianello Torrian,Torriano"
GianpaoloBonconti,"Baptiste Bonconti,Bonconti"
GijsbertVanVeen,Gilbert
GiorgioGhisi,George Mantouan
GiorgioVasari,"GIORGIO
               VASARI,Giorgio
               Vasari,Giorgio
            Vasari,GEORGIO VASSARI,Georges Vasari,Giorgio Vasari,GIORGIO VASARI,Georgio Vasari,GEORGES VASARI,George Vassari,George Vasari,George Vazari,M. C. Vasari,Le Vasari,Vassari,GEORGIO,Vazari,Vasary,Vasari"
Giorgione,"Giorgione da
               Castelfranco,Giorgione
               da Castelfranco,Giorgione da Castelfranco,George de Castelfranc,Cet excelent homme,le Giorgion,le Georgeon,LE GIORGION,du Georgeon,Georgeon de,Georgeon 1,Giorgione,George de,Georgion,Georgien,Georgeon,Giorgion,Giorgio"
Giottino,"THOMAS GIOTTINO,Giottino"
Giotto,"cet habile Peintre,ce fameux Peintre,Nave del Giotto,ce Peintre,le Giotto,Ghiotto,Giotto,GIOTTO"
GiovanBattistaBertani,GIOVAN BATTISTA BERTANI
GiovanFrancescoCaroto,"Giovan Francesco Caroto,Jean François"
GiovanniAlberti,"Jean Alberti,Jean"
GiovanniAlbertoAlbicante,Albicante
GiovanniAlfonsoBorelli,"Bourelli,Bellori"
GiovanniAntonioBoltraffio,"Jean-Antoine Boltrafio,Antonio Boltraffio"
GiovanniAntonioMassani,"Giovanni
                        Atanasio Mosini,GIOVANNI ATANASIO MOSINI"
GiovanniAntonioParacca,Giovanni Antonio Valsoldo
GiovanniAntonioSangiorgio,Cardinal saint Georges
GiovanniBaglione,"Gio. Baglione Romano,C. Baglioni,Baglioni,Baglion"
GiovanniBarile,"Giovanni Barile,Jean"
GiovanniBattistaBassano,"Jean-Baptiste,Jean Baptiste,Jean-Batiste"
GiovanniBattistaBenedetti,Benedetti
GiovanniBattistaBranconioDellAquila,"Jean
                     Baptiste de l'Aquila"
GiovanniBattistaCastello,Giovanni Battista Bergamasco
GiovanniBattistaClarici,il Clariccio
GiovanniBattistaDeCavalieri,"Jean Baptiste del
                     Cavalliere,Cavaglier Giovanni Battista"
GiovanniBattistaDellaMarca,Giovan Battista della Marca
GiovanniBattistaDellaPorta,Giovanni Battista della Porta
GiovanniBattistaFonteo,Fonteo
GiovanniBattistaMantuano,"Jean Baptiste Mantouan,Jean Batiste Mantouan,Jean Baptiste,Jean-Batiste"
GiovanniBattistaMola,Jean-Baptiste Mola
GiovanniBattistaMontano,Giovanni Battista Montano
GiovanniBattistaMoroni,le Moron
GiovanniBattistaNaldini,Battista Naldini Fiorentino
GiovanniBattistaPittoni,Baptiste Peintre Vicentino
GiovanniBattistaRamenghi,Jean-Baptiste Bagnacavallo
GiovanniBattistaRicci,"Giovanni Battista Navarra,Giovan Battista da,Navarra"
GiovanniBattistaRozza,Monsignor Rozza
GiovanniBattistaStrozzi,Jean-Batiste Strozzi
GiovanniBattistiArmenini,"Gio.
               Battista Armenini,Giovan Battista Armellino,Giovanbattista Armelino,Gio. Battista Armellino,Gio. Battista Armenini,J. Armenini,Armelino,Armenini"
GiovanniBellini,"Giovanni Bellino,Joannes Bellinus,Giovan Belino,JEAN BELLIN,Jean Bellin,Jean Belin,Frére Jean,Jean Bélin,Giovanni,Bellin,Jean"
GiovanniBenedettoCastiglione,Bénédétte
GiovanniBuonconsiglio,"Giovanni Buonconsiglio,Jean Bonconseil"
GiovanniCesareTesta,César Teste
GiovanniDaUdine,"Jean d'Udiné,Jean de Udine,JEAN D'UDINE,Jean d'Udiné,Jean d'Udine,Jean d',Jean"
GiovanniDalPonte,GIOVANNI D'A PONTE
GiovanniDeVecchi,"Giovanni de' Vecchi,Giovanni de Vecchi"
GiovanniDelleCorniole,Jean
GiovanniDiPietro,Pierre Jean Espagnol
GiovanniFilippoGherardini,"Giovanni Filippo Gherardini,Gio. Filippo Gherardini,Gherardino"
GiovanniFrancescoPenni,"Jean
                  Francesque dit le
                  Fatore,il
               Fattore,Il
               Fattore,IL
               FATTORE,Jean-Francesque Penni,Francesco il Fattoré,Jean Franscesco,Jean-Francesque,Jean Francois,Jean François,il Fattore,il Fattoré,Il Fattore,le Fattore,IL FATTORE,Francois,Joan. F,Fattore,JEAN-,lui"
GiovanniFrancescoRomanelli,I. Francisco Romanello
GiovanniFrancescoRustici,"Jean-Francesco Rustico,Rustico"
GiovanniGabrielli,Sivello
GiovanniGiacomoDellaPorta,"Messer Giacomo della Porta,Jean Jacques de la Porte,Giacomo della Porta,Messer Giacomo,Giacomo"
GiovanniGiocondo,"Frà Jean Joconde,ce grand homme,Le Joconde,le Joconde,Joconde"
GiovanniGiorgi,Giovanni Giorgi
GiovanniGirolamoMorone,"Cardinal Morrone,Cardinal Morone"
GiovanniGonnelli,l'Aveugle de Cambassi
GiovanniGrimani,Patriarca Grimani
GiovanniJacopoCaraglio,"Gian
                     Jacques de Caraglio,Jacques Caraglio,Caraglio"
GiovanniLanfranco,"Cavalier
                                Lanfranc,le Chevalier Lanfranc,Giovanni Lanfranco,Chevalier Lanfranc,Jacques Lanfranc,JEAN LANFRANC,le Lanfranc,Lanfranchi,Lanfranc"
GiovanniMaggi,Jean Maggi
GiovanniMansueti,Jean Mansueti
GiovanniMariaFalconetto,"Jean Maria Falconnetti,Falconnetti,Jean"
GiovanniMariaVerdizotti,"Jean Marie Verdizzoti,Verdizzoti"
