xml_id	personne_qid	type	lieu_qid
Esope	Q43423	naissance	Q13580795
Esope	Q43423	décès	Q75459
QuintusEnnius	Q47130	naissance	Q3942250
QuintusEnnius	Q47130	décès	Q220
Euripide	Q48305	naissance	Q202422
Euripide	Q48305	décès	Q213679
Empedocle	Q83375	naissance	Q3607380
Empedocle	Q83375	décès	Q16990
VanEyck	Q102272	naissance	Q110989
VanEyck	Q102272	décès	Q12994
Elie	Q133507	naissance	Q10382716
Elie	Q133507	décès	Q5687
RodolpheII	Q150586	naissance	Q1741
RodolpheII	Q150586	décès	Q1085
Eleazar	Q159443	décès	Q155321
PrincesseEurope	Q165170	naissance	Q82070
AlphonseIEste	Q188346	naissance	Q13362
AlphonseIEste	Q188346	décès	Q13362
Ezechiel	Q194064	naissance	Q1218
Ezechiel	Q194064	décès	Q5684
Elisee	Q206238	naissance	Q4666524
Elisee	Q206238	décès	Q1294629
Erostrate	Q244944	naissance	Q47611
Erostrate	Q244944	décès	Q47611
QuintusFabiusMaximusVerrucosus	Q274545	naissance	Q1747689
QuintusFabiusMaximusVerrucosus	Q274545	décès	Q220
AdamElsheimer	Q310285	naissance	Q1794
AdamElsheimer	Q310285	décès	Q220
GentileDaFabriano	Q312393	naissance	Q13145
GentileDaFabriano	Q312393	décès	Q220
Epicarme	Q312410	naissance	Q187027
Epicarme	Q312410	décès	Q13670
Eupompe	Q366604	naissance	Q368628
PaulEmile	Q432244	naissance	Q1747689
PaulEmile	Q432244	décès	Q568611
Filarete	Q449961	naissance	Q2044
Filarete	Q449961	décès	Q220
AlbrechtDurerElder	Q535910	naissance	Q214938
AlbrechtDurerElder	Q535910	décès	Q2090
AlbrechtDurerElder	Q535910	naissance	Q554803
AlbrechtDurerElder	Q535910	décès	Q2090
HippolyteIIEste	Q554296	naissance	Q13362
HippolyteIIEste	Q554296	décès	Q220
Eudoxie	Q576354	décès	Q16869
CharlesErrard	Q706960	naissance	Q12191
CharlesErrard	Q706960	décès	Q220
Eve	Q830183	naissance	Q19014
Demonax	Q949530	naissance	Q644636
Demonax	Q949530	décès	Q1524
Euphranor	Q949770	naissance	Q1232123
Euphranor	Q949770	décès	Q1524
JustusVanEgmont	Q1034140	naissance	Q43631
JustusVanEgmont	Q1034140	décès	Q12892
LioneldEste	Q1379797	naissance	Q13362
LioneldEste	Q1379797	décès	Q95147
JeanErrard	Q1387082	naissance	Q185721
JeanErrard	Q1387082	décès	Q184371
FarinataDegliUberti	Q2721219	naissance	Q2044
FarinataDegliUberti	Q2721219	décès	Q2044
FerdinandElle	Q3068556	naissance	Q162022
FerdinandElle	Q3068556	décès	Q90
PietroFacchetti	Q3388115	naissance	Q6247
PietroFacchetti	Q3388115	décès	Q220
MarioEquicola	Q3848545	naissance	Q116390
MarioEquicola	Q3848545	décès	Q6247
GiacomoFantoni	Q6119969	naissance	Q641
GiacomoFantoni	Q6119969	décès	Q1891
Evenor	Q11921357	naissance	Q47611
FerdinandII	Q12860	naissance	Q29345592
FerdinandII	Q12860	décès	Q43114927
PaulIII	Q133001	naissance	Q1048669
PaulIII	Q133001	décès	Q220
CharlesVI	Q160349	naissance	Q90
CharlesVI	Q160349	décès	Q90
CharlesV	Q167782	naissance	Q193819
CharlesV	Q167782	décès	Q90
MarsileFicin	Q192374	naissance	Q82676
MarsileFicin	Q192374	décès	Q368346
NiccoloTartaglia	Q201543	naissance	Q6221
NiccoloTartaglia	Q201543	décès	Q641
NicolasFlamel	Q213330	naissance	Q201352
NicolasFlamel	Q213330	décès	Q90
VincenzoFoppa	Q222923	naissance	Q6221
VincenzoFoppa	Q222923	décès	Q6221
VincenzoFoppa	Q222923	naissance	Q103462
VincenzoFoppa	Q222923	décès	Q6221
MargueriteDeFrance	Q235835	naissance	Q185075
MargueriteDeFrance	Q235835	décès	Q495
LaviniaFontana	Q236050	naissance	Q1891
LaviniaFontana	Q236050	décès	Q220
AlessandroFarneseIlGiovane	Q248459	naissance	Q180050
AlessandroFarneseIlGiovane	Q248459	décès	Q220
NicolasFouquet	Q312794	naissance	Q90
NicolasFouquet	Q312794	décès	Q9573
AlexandreFarnese	Q312903	naissance	Q220
AlexandreFarnese	Q312903	décès	Q131329
Baroccio	Q316731	naissance	Q2759
Baroccio	Q316731	décès	Q2759
JacquesFouquieres	Q327364	naissance	Q12892
JacquesFouquieres	Q327364	décès	Q90
GiovanniGiocondo	Q336806	naissance	Q69981
GiovanniGiocondo	Q336806	décès	Q2634
PaoloFarinati	Q367287	naissance	Q2028
PaoloFarinati	Q367287	décès	Q2028
OttavioFarnese	Q442497	naissance	Q180050
OttavioFarnese	Q442497	décès	Q2683
RobertFludd	Q453697	naissance	Q6851789
RobertFludd	Q453697	décès	Q84
ProsperoFontana	Q460751	naissance	Q1891
ProsperoFontana	Q460751	décès	Q220
MinoDaFiesole	Q477441	naissance	Q52095
MinoDaFiesole	Q477441	décès	Q2044
FlaminioVacca	Q527235	naissance	Q220
FlaminioVacca	Q527235	décès	Q220
FransFlorisI	Q543948	naissance	Q12892
FransFlorisI	Q543948	décès	Q12892
RanuccioIFarnese	Q544873	naissance	Q2683
RanuccioIFarnese	Q544873	décès	Q2683
FerdinandAutriche	Q559041	naissance	Q28471
FerdinandAutriche	Q559041	décès	Q9005
MasoFiniguerra	Q630165	naissance	Q2044
MasoFiniguerra	Q630165	décès	Q2044
Gaudenzio	Q734108	naissance	Q25215
Gaudenzio	Q734108	décès	Q490
Caradosso	Q744092	naissance	Q43046
Caradosso	Q744092	décès	Q220
StefanoFiorentino	Q1093544	naissance	Q2044
StefanoFiorentino	Q1093544	décès	Q2044
EspritFlechier	Q1368429	naissance	Q472574
EspritFlechier	Q1368429	décès	Q6441
EspritFlechier	Q1368429	naissance	Q472574
EspritFlechier	Q1368429	décès	Q42807
AmbrogioFigino	Q1525712	naissance	Q490
AmbrogioFigino	Q1525712	décès	Q490
HeleneFourment	Q1965732	naissance	Q12892
HeleneFourment	Q1965732	décès	Q239
EdouardFarnese	Q2542756	naissance	Q220
EdouardFarnese	Q2542756	décès	Q2683
MaturinoFiorentino	Q2606874	naissance	Q2044
MaturinoFiorentino	Q2606874	décès	Q220
JacobelloDelFiore	Q2634352	naissance	Q641
JacobelloDelFiore	Q2634352	décès	Q641
AndreaFeltrini	Q2846439	naissance	Q2044
AndreaFeltrini	Q2846439	décès	Q2044
CleliaFarnese	Q2978781	naissance	Q90
CleliaFarnese	Q2978781	décès	Q220
FilippoFerrari	Q3071889	naissance	Q17630
FilippoFerrari	Q3071889	décès	Q490
AnnibaleFontana	Q3618059	naissance	Q490
AnnibaleFontana	Q3618059	décès	Q490
FrancescoFerrucci	Q3750862	naissance	Q82670
JeanBaptisteDeFaudran	Q50278363	naissance	Q474025
JeanBaptisteDeFaudran	Q50278363	décès	Q23482
GaspardDeFieubet	Q55772421	naissance	Q7880
GaspardDeFieubet	Q55772421	décès	Q319933
PieroDellaFrancesca	Q5822	naissance	Q52098
PieroDellaFrancesca	Q5822	décès	Q52098
Gallien	Q104475	naissance	7deb2e08a7caabfcdd2e43987bd26e35
Gallien	Q104475	décès	Q729978
FrancoisIer	Q129857	naissance	Q285
FrancoisIer	Q129857	décès	Q191119
FrancoisII	Q132548	naissance	Q182872
FrancoisII	Q132548	décès	Q6548
CharlesVII	Q133372	naissance	Q90
CharlesVII	Q133372	décès	Q606352
Genseric	Q152127	naissance	Q6383
Genseric	Q152127	décès	Q6343
ElisabethDeFrance	Q176041	naissance	Q182872
ElisabethDeFrance	Q176041	décès	Q486792
PomponioGaurico	Q205847	naissance	Q80961
PomponioGaurico	Q205847	décès	Q6737
ArtemisiaGentileschi	Q212657	naissance	Q220
ArtemisiaGentileschi	Q212657	décès	Q2634
ClaudeLorrain	Q214074	naissance	Q205859
ClaudeLorrain	Q214074	décès	Q220
FrancescoFrancia	Q260057	naissance	Q1891
FrancescoFrancia	Q260057	décès	Q1891
MarcusFuriusCamillus	Q294862	naissance	Q1747689
MarcusFuriusCamillus	Q294862	décès	d273f52a7672e53466b93a44e8fc2bf1
TaddeoGaddi	Q315835	naissance	Q2044
TaddeoGaddi	Q315835	décès	Q2044
MartinFreminet	Q347902	naissance	Q90
MartinFreminet	Q347902	décès	Q90
AgnoloGaddi	Q363296	naissance	Q2044
AgnoloGaddi	Q363296	décès	Q2044
Geminos	Q379987	naissance	Q43048
Geminos	Q379987	décès	963027b987f381993fba2eff23a8ae0d
AndreFelibien	Q518705	naissance	Q130272
AndreFelibien	Q518705	décès	Q90
BartolomeoGenga	Q601390	naissance	Q6662
BartolomeoGenga	Q601390	décès	Q233
GastonDeFrance	Q644635	naissance	Q182872
GastonDeFrance	Q644635	décès	Q4055
Garofalo	Q728512	naissance	Q13362
Garofalo	Q728512	décès	Q13362
GaddoGaddi	Q729041	naissance	Q2044
GaddoGaddi	Q729041	décès	Q2044
GaiusFabiusPictor	Q731587	naissance	Q1747689
GaiusFabiusPictor	Q731587	décès	fb7c9021cbcea2dbd4e6a7e47d5cd013
LouisDeFrance	Q784173	naissance	Q182872
LouisDeFrance	Q784173	décès	Q234735
BernardinoGatti	Q822909	naissance	Q6259
BernardinoGatti	Q822909	décès	Q6231
HenrietteMarieDeFrance	Q848615	naissance	Q90
HenrietteMarieDeFrance	Q848615	décès	Q174002
CornelisGalleI	Q869133	naissance	Q12892
CornelisGalleI	Q869133	décès	Q12892
GirolamoGenga	Q920115	naissance	Q2759
GirolamoGenga	Q920115	décès	Q2759
BattistaFranco	Q976786	naissance	Q641
BattistaFranco	Q976786	décès	Q641
QuintusRoscius	Q1077925	naissance	Q1747689
QuintusRoscius	Q1077925	décès	91703e4ab99cfca432c40005a1d78da1
ChristineDeFrance	Q1083398	naissance	Q1075988
ChristineDeFrance	Q1083398	décès	Q495
PhilipGalle	Q1379395	naissance	Q9920
PhilipGalle	Q1379395	décès	Q12892
GeorgGeldorp	Q1504435	naissance	Q365
GeorgGeldorp	Q1504435	décès	Q84
LucasGassel	Q1873074	naissance	Q9844
LucasGassel	Q1873074	décès	Q239
FedeGalizia	Q2428749	naissance	Q490
FedeGalizia	Q2428749	décès	Q490
FedeGalizia	Q2428749	naissance	Q3376
FedeGalizia	Q2428749	décès	Q490
RolandFreartDeChambray	Q2739285	naissance	Q1476
RolandFreartDeChambray	Q2739285	décès	Q1476
ClaudeFrancois	Q2977396	naissance	Q41604
ClaudeFrancois	Q2977396	décès	Q90
FrancoisDerand	Q3084427	naissance	Q22351
FrancoisDerand	Q3084427	décès	Q191396
NunzioGalizia	Q3346449	naissance	Q3376
NunzioGalizia	Q3346449	décès	Q490
PaulFreartDeChantelou	Q3371258	naissance	Q1476
PaulFreartDeChantelou	Q3371258	décès	Q90
SimonFrancois	Q7518780	naissance	Q288
SimonFrancois	Q7518780	décès	Q90
AmbroiseFredeau	Q18042167	naissance	Q90
AmbroiseFredeau	Q18042167	décès	Q7880
FrancescoGuidetti	Q60843489	naissance	Q2044
FrancescoGuidetti	Q60843489	décès	Q2044
LelioGavardo	Q110163224	naissance	Q42288
Gordien	Q1782	naissance	Q32579
Gordien	Q1782	décès	Q23670612
Giotto	Q7814	naissance	Q82880
Giotto	Q7814	décès	Q2044
Giorgione	Q8459	naissance	Q29352
Giorgione	Q8459	décès	Q641
RidolfoDelGhirlandaio	Q64881	naissance	Q2044
RidolfoDelGhirlandaio	Q64881	décès	Q2044
GiovanniDeMedici	Q80986	naissance	Q13367
GiovanniDeMedici	Q80986	décès	Q1540457
ClementV	Q131463	naissance	Q187654
ClementV	Q131463	décès	Q322376
PieV	Q131945	naissance	Q17283
PieV	Q131945	décès	Q220
MonaLisa	Q153032	naissance	Q2044
MonaLisa	Q153032	décès	Q2044
HendrickGoltzius	Q165367	naissance	Q2769211
HendrickGoltzius	Q165367	décès	Q9920
Germanicus	Q191039	naissance	Q220
Germanicus	Q191039	décès	Q200441
DomenicoGhirlandaio	Q191423	naissance	Q2044
DomenicoGhirlandaio	Q191423	décès	Q2044
Goliath	Q192785	naissance	Q1444404
Goliath	Q192785	décès	Q1444404
LorenzoGhiberti	Q208125	naissance	Q2044
LorenzoGhiberti	Q208125	décès	Q2044
EleonoreGonzague	Q237940	naissance	Q6247
EleonoreGonzague	Q237940	décès	Q1741
CaiusGracchus	Q297183	naissance	37386c8776756925ddfeb4913db38273
CaiusGracchus	Q297183	décès	Q220
FestusGrammaticus	Q302723	naissance	Q6555
JanGossaert	Q346952	naissance	Q138648
JanGossaert	Q346952	décès	Q12892
JanGossaert	Q346952	naissance	Q138648
JanGossaert	Q346952	décès	Q40844
GirolamoMacchietti	Q350028	naissance	Q2044
GirolamoMacchietti	Q350028	décès	Q2044
AgostinoDiGiovanni	Q395759	naissance	Q2751
PaoloGiovio	Q437543	naissance	Q1308
PaoloGiovio	Q437543	décès	Q2044
JeanGoujon	Q551643	naissance	Q30974
JeanGoujon	Q551643	décès	Q1891
AntoineGodeau	Q586272	naissance	Q142410
AntoineGodeau	Q586272	décès	Q192368
FrancoisIIGonzague	Q715191	naissance	Q6247
FrancoisIIGonzague	Q715191	décès	Q6247
BertoldoDiGiovanni	Q828363	naissance	Q2044
BertoldoDiGiovanni	Q828363	décès	Q20387
LouisGonzague	Q969113	naissance	Q6247
LouisGonzague	Q969113	décès	Q585873
LouisIIIMantoue	Q969770	naissance	Q6247
LouisIIIMantoue	Q969770	décès	Q42945
GiorgioGhisi	Q1010603	naissance	Q6247
GiorgioGhisi	Q1010603	décès	Q6247
GiovanniMariaFalconetto	Q1071025	naissance	Q2028
GiovanniMariaFalconetto	Q1071025	décès	Q617
BenedettoGiustiniani	Q1079785	naissance	Q160483
BenedettoGiustiniani	Q1079785	décès	Q220
DavideGhirlandaio	Q1145811	naissance	Q2044
DavideGhirlandaio	Q1145811	décès	Q2044
GianelloTorriani	Q1388187	naissance	Q6231
GianelloTorriani	Q1388187	décès	Q5836
VincenzoGiustiniani	Q1396468	naissance	Q160483
VincenzoGiustiniani	Q1396468	décès	Q220
ConsiglioGherardi	Q1660326	naissance	Q52098
ConsiglioGherardi	Q1660326	décès	Q52098
HubertusGoltzius	Q1866375	naissance	Q9777
HubertusGoltzius	Q1866375	décès	Q12994
HendrickGoudt	Q2101519	naissance	Q36600
HendrickGoudt	Q2101519	décès	Q803
BalthazarGerbier	Q2462938	naissance	Q52101
BalthazarGerbier	Q2462938	décès	Q2932869
BenedettoGhirlandaio	Q2554861	naissance	Q2044
BenedettoGhirlandaio	Q2554861	décès	Q2044
AntivedutoGramatica	Q2565172	naissance	Q220
AntivedutoGramatica	Q2565172	décès	Q220
HerculeGonzague	Q2631018	naissance	Q6247
HerculeGonzague	Q2631018	décès	Q3376
DanielGittard	Q3014096	naissance	Q600494
DanielGittard	Q3014096	décès	Q90
FrancescoGiuntini	Q3080974	naissance	Q2044
FrancescoGiuntini	Q3080974	décès	Q456
DarioDiGiovanni	Q3702686	naissance	Q6606
DarioDiGiovanni	Q3702686	décès	Q47224
PompeoGiustiniani	Q3907872	naissance	Q40104
PompeoGiustiniani	Q3907872	décès	Q603559
AntonioDaFaenza	Q21282288	naissance	Q52981
AntonioDaFaenza	Q21282288	décès	Q220
GiovanniAndreaGiliodaFabriano	Q21479080	naissance	Q13145
GirolamoGhilini	Q22789845	naissance	Q6252
GirolamoGhilini	Q22789845	décès	Q6088
JeromeDeGondi	Q23000804	naissance	Q8818
ConradGessner	Q55191839	naissance	Q72
ConradGessner	Q55191839	décès	Q72
GiovambattistaRicasoli	Q68910321	décès	Q13376
Hadrien	Q1427	naissance	Q658893
Hadrien	Q1427	décès	Q290097
