xml_id	personne_qid	type	lieu_qid
GiovanniSanti	Q860949	décès	Q2759
DanielSeghers	Q928466	naissance	Q12892
DanielSeghers	Q928466	décès	Q12892
GerardSeghers	Q951884	naissance	Q12892
GerardSeghers	Q951884	décès	Q12892
CesareDaSesto	Q1056977	naissance	Q40699
CesareDaSesto	Q1056977	décès	Q490
JacquesSarazin	Q1347676	naissance	Q49831
JacquesSarazin	Q1347676	décès	Q90
FrancescoDaSangallo	Q2252502	naissance	Q2044
FrancescoDaSangallo	Q2252502	décès	Q2044
GiovanniAntonioSangiorgio	Q2255180	naissance	Q490
GiovanniAntonioSangiorgio	Q2255180	décès	Q220
GirolamoDaCarpi	Q2701846	naissance	Q13362
GirolamoDaCarpi	Q2701846	décès	Q13362
OttavioSemino	Q3357741	naissance	Q1449
OttavioSemino	Q3357741	décès	Q490
MichelangeloSerafini	Q3856455	naissance	Q2044
VincenzoSeregni	Q4013515	naissance	Q40813
VincenzoSeregni	Q4013515	décès	Q490
LouisSavot	Q25918160	naissance	Q373927
LouisSavot	Q25918160	décès	Q90
LorenzSandrart	Q58435668	naissance	Q163795
LorenzSandrart	Q58435668	décès	Q1794
PaoloSfondrati	Q116470973	naissance	Q490
PaoloSfondrati	Q116470973	décès	Q495
Socrate	Q913	naissance	Q1524
Socrate	Q913	décès	Q1524
Socrate	Q913	naissance	Q2839314
Socrate	Q913	décès	Q1524
LucaSignorelli	Q7031	naissance	Q52080
LucaSignorelli	Q7031	décès	Q52080
Sophocle	Q7235	naissance	Q1235930
Sophocle	Q7235	décès	Q1524
Sophocle	Q7235	naissance	Q1235930
Sophocle	Q7235	décès	Q13422916
SimonStevin	Q23696	naissance	Q12994
SimonStevin	Q23696	décès	Q36600
FransSnyders	Q29231	naissance	Q12892
FransSnyders	Q29231	décès	Q12892
LeonidasI	Q44228	naissance	Q5690
LeonidasI	Q44228	décès	Q194450
SaintJerome	Q44248	naissance	Q522804
SaintJerome	Q44248	décès	Q5776
SaintJerome	Q44248	naissance	Q528042
SaintJerome	Q44248	décès	Q5776
Strabon	Q45936	naissance	Q27088966
Strabon	Q45936	décès	Q27088966
SigismondI	Q54056	naissance	Q990651
SigismondI	Q54056	décès	Q31487
Diogene	Q59180	naissance	Q107557833
Diogene	Q59180	décès	Q1363688
CharlesI	Q81506	naissance	Q2014458
CharlesI	Q81506	décès	Q391620
CharlesII	Q122553	naissance	Q272162
CharlesII	Q122553	décès	Q391620
SixteII	Q127385	naissance	Q41
SixteII	Q127385	décès	Q220
Stradanus	Q143595	naissance	Q12994
Stradanus	Q143595	décès	Q2044
Lysippe	Q192222	naissance	Q368628
LudovicoSforza	Q236853	naissance	Q40832
LudovicoSforza	Q236853	décès	Q213349
PierSoderini	Q289104	naissance	Q2044
PierSoderini	Q289104	décès	Q220
Sigismond	Q318347	décès	Q6548
Sozomene	Q354350	naissance	Q803986
IsraelSilvestre	Q358612	naissance	Q40898
IsraelSilvestre	Q358612	décès	Q90
AmbrogioSpinola	Q359936	naissance	Q1449
AmbrogioSpinola	Q359936	décès	Q17338
FrancescoSquarcione	Q380537	naissance	Q617
FrancescoSquarcione	Q380537	décès	Q617
BartholomaeusSpranger	Q447682	naissance	Q12892
BartholomaeusSpranger	Q447682	décès	Q1085
AndreaSolario	Q495110	naissance	Q490
AndreaSolario	Q495110	décès	Q490
Solinus	Q520487	naissance	Q38
Solinus	Q520487	décès	Q220
PieterClaeszSoutman	Q577842	naissance	Q9920
PieterClaeszSoutman	Q577842	décès	Q9920
JacquesStella	Q605799	naissance	Q456
JacquesStella	Q605799	décès	Q90
TobiasStimmer	Q677071	naissance	Q9009
TobiasStimmer	Q677071	décès	Q6602
HendrickIVanSteenwijck	Q709038	naissance	Q10014
HendrickIVanSteenwijck	Q709038	décès	Q1794
MassimoStanzione	Q982384	naissance	Q72118
MassimoStanzione	Q982384	décès	Q2634
GabrielSimeoni	Q1321578	naissance	Q2044
GabrielSimeoni	Q1321578	décès	Q495
GherardoStarnina	Q2254774	naissance	Q2044
GherardoStarnina	Q2254774	décès	Q2044
GirolamoSiciolante	Q2296884	naissance	Q128202
GirolamoSiciolante	Q2296884	décès	Q220
CristoforoSolari	Q2408409	naissance	Q490
CristoforoSolari	Q2408409	décès	Q490
CristoforoSolari	Q2408409	naissance	Q40817
CristoforoSolari	Q2408409	décès	Q490
BarnaDaSiena	Q2447325	naissance	Q2751
RaffaelleSoprani	Q3417351	naissance	Q1449
RaffaelleSoprani	Q3417351	décès	Q1449
CostanzaSforza	Q3695632	décès	Q117382
JanSoens	Q3806935	naissance	Q2766547
JanSoens	Q3806935	décès	Q2683
FrancoisStella	Q5493412	naissance	Q162022
FrancoisStella	Q5493412	décès	Q456
GiovanniStrozzi	Q11924261	naissance	Q2044
GiovanniStrozzi	Q11924261	décès	Q2044
BartolomeoSpani	Q12951031	naissance	Q13360
BartolomeoSpani	Q12951031	décès	Q13360
CallirrhoeDeSicyone	Q16937338	naissance	Q368628
GiacomoSoldati	Q18763333	naissance	Q67733
GiacomoSoldati	Q18763333	décès	Q495
RobertoStrozzi	Q21618876	naissance	Q2044
RobertoStrozzi	Q21618876	décès	Q2044
AlexandreSevere	Q1769	naissance	Q2637191
AlexandreSevere	Q1769	décès	Q571790
Seneque	Q2054	naissance	Q2997165
Seneque	Q2054	décès	Q220
Tacite	Q2161	naissance	Q26897
Tacite	Q2161	décès	Q2277
Bramantino	Q7799	naissance	Q490
Bramantino	Q7799	décès	Q490
Suetone	Q10133	naissance	424181368e011ac6ea49f0fdb8359fdc
Suetone	Q10133	décès	Q2277
Thales	Q36303	naissance	Q169460
Thales	Q36303	décès	Q169460
SaintThomas	Q43669	naissance	Q83241
SaintThomas	Q43669	décès	Q1646915
Theodose	Q46696	naissance	Q649612
Theodose	Q46696	décès	Q490
Theodose	Q46696	naissance	Q658893
Theodose	Q46696	décès	Q490
SylvestreI	Q47149	naissance	Q220
SylvestreI	Q47149	décès	Q220
ChristineDeSuede	Q52937	naissance	Q1754
ChristineDeSuede	Q52937	décès	Q220
Theophile	Q60199	décès	Q16869
Semiramis	Q103960	naissance	Q620765
Terpandre	Q113417	naissance	Q583490
Terpandre	Q113417	décès	Q5690
IsidoreDeSeville	Q166876	naissance	Q162615
IsidoreDeSeville	Q166876	décès	Q116214691
TorquatoTasso	Q168962	naissance	Q72672
TorquatoTasso	Q168962	décès	Q220
Tertullien	Q174929	naissance	Q23670612
Tertullien	Q174929	décès	Q23670612
TarquinSuperbe	Q193047	naissance	Q1747689
TarquinSuperbe	Q193047	décès	Q243456
JacopoSansovino	Q202267	naissance	Q2044
JacopoSansovino	Q202267	décès	Q641
TarquinAncien	Q212671	naissance	Q21580466
TarquinAncien	Q212671	décès	Q220
Theodora	Q230001	naissance	Q622032
Theodora	Q230001	décès	Q16869
TheodolindeDeBaviere	Q232525	naissance	Q2978
TheodolindeDeBaviere	Q232525	décès	Q6252
DavidTeniers	Q335022	naissance	Q12892
DavidTeniers	Q335022	décès	Q239
GerardTerborch	Q346808	naissance	Q793
GerardTerborch	Q346808	décès	Q10001
GuidoTarlati	Q378128	naissance	Q13378
GuidoTarlati	Q378128	décès	Q13378
PierreSeguier	Q446912	naissance	Q90
PierreSeguier	Q446912	décès	Q185075
Sylla	Q483783	naissance	Q1747689
Sylla	Q483783	décès	Q10646925
Paciotto	Q505652	naissance	Q2759
Paciotto	Q505652	décès	Q2759
AndreThevet	Q523054	naissance	Q134346
AndreThevet	Q523054	décès	Q90
VincenzoTamagni	Q524497	naissance	Q91413
VincenzoTamagni	Q524497	décès	Q91413
AntonioTempesta	Q605447	naissance	Q2044
AntonioTempesta	Q605447	décès	Q220
DavidITeniers	Q622729	naissance	Q12892
DavidITeniers	Q622729	décès	Q12892
HermanVanSwanevelt	Q875164	naissance	Q5128
HermanVanSwanevelt	Q875164	décès	Q90
TaddeoTaddei	Q930159	naissance	Q2044
MelchisedecThevenot	Q956547	naissance	Q90
MelchisedecThevenot	Q956547	décès	Q135265
TitusTatius	Q960039	naissance	Q2246183
TitusTatius	Q960039	décès	Q1352586
IsaacClaeszSwanenburgh	Q984253	naissance	Q43631
IsaacClaeszSwanenburgh	Q984253	décès	Q43631
LambertSustris	Q1357759	naissance	Q727
LambertSustris	Q1357759	décès	Q617
PhilippeThomassin	Q2087745	naissance	Q5489
PhilippeThomassin	Q2087745	décès	Q220
PietroTesta	Q2155480	naissance	Q13373
PietroTesta	Q2155480	décès	Q220
FrancoisSubletDeNoyers	Q3085865	naissance	Q1476
FrancoisSubletDeNoyers	Q3085865	décès	Q634097
InnocenzoTacconni	Q21455299	naissance	Q1891
InnocenzoTacconni	Q21455299	décès	Q220
Tibere	Q1407	naissance	Q220
Tibere	Q1407	décès	Q401231
Titus	Q1421	naissance	Q220
Titus	Q1421	décès	Q383071
Trajan	Q1425	naissance	Q658893
Trajan	Q1425	décès	Q1424724
TiteLive	Q2039	naissance	Q617
TiteLive	Q2039	décès	Q617
ElisabethI	Q7207	naissance	Q1424839
ElisabethI	Q7207	décès	Q1059945
JacopoTintoretto	Q9319	naissance	Q641
JacopoTintoretto	Q9319	décès	Q641
Thucydide	Q41683	naissance	Q13464895
Thucydide	Q41683	décès	Q1524
Ctesibios	Q41766	naissance	Q87
Ctesibios	Q41766	décès	Q87
Titien	Q47551	naissance	Q41065
Titien	Q47551	décès	Q641
MarieTudor	Q82674	naissance	Q1424839
MarieTudor	Q82674	décès	Q272162
TheodoricLeGrand	Q105105	naissance	Q508815
TheodoricLeGrand	Q105105	décès	Q13364
Totila	Q159707	naissance	Q5475
Totila	Q159707	décès	Q20457
Theophraste	Q160362	naissance	Q1018197
Theophraste	Q160362	décès	Q1524
BenoitIX	Q178799	naissance	Q220
BenoitIX	Q178799	décès	Q242703
Themistocle	Q179552	naissance	Q1524
Themistocle	Q179552	décès	Q1432674
SextusTurpilius	Q182243	naissance	02129cb1bde91a9155659f49e89f4a22
SextusTurpilius	Q182243	décès	Q58719
ServiusTullius	Q192998	naissance	Q220
ServiusTullius	Q192998	décès	Q220
Octavie	Q229483	naissance	Q72288
Octavie	Q229483	décès	Q220
EleonoreDeTolede	Q237717	naissance	Q5836
EleonoreDeTolede	Q237717	décès	Q13375
TheodorVanThulden	Q260817	naissance	Q2766547
TheodorVanThulden	Q260817	décès	Q2766547
Aristide	Q265462	naissance	Q11225429
ApolloniosDeTyane	Q297040	naissance	Q1423615
ApolloniosDeTyane	Q297040	décès	Q47611
Tissapherne	Q355727	décès	Q1001370
MaximeDeTyr	Q456649	naissance	Q82070
JeanTzetzes	Q530515	naissance	Q406
JeanTzetzes	Q530515	décès	Q406
JeanTzetzes	Q530515	naissance	Q16869
JeanTzetzes	Q530515	décès	Q406
JeanTzetzes	Q530515	naissance	Q406
JeanTzetzes	Q530515	décès	Q16869
JeanTzetzes	Q530515	naissance	Q16869
JeanTzetzes	Q530515	décès	Q16869
Timarete	Q537797	naissance	Q844930
Timarete	Q537797	décès	Q1524
Timarete	Q537797	naissance	Q844930
Timarete	Q537797	décès	810f4816e5aeef90161b467887d81163
MariettaTintoretto	Q544173	naissance	Q641
MariettaTintoretto	Q544173	décès	Q641
Timanthe	Q707873	naissance	Q739779
PellegrinoTibaldi	Q861385	naissance	Q3925955
PellegrinoTibaldi	Q861385	décès	Q490
NiccoloTornioli	Q934228	naissance	Q2751
NiccoloTornioli	Q934228	décès	Q220
PietroTorrigiano	Q948332	naissance	Q2044
PietroTorrigiano	Q948332	décès	Q8717
FrancescoTorbido	Q1054349	naissance	Q641
FrancescoTorbido	Q1054349	décès	Q2028
Timotheos	Q1342534	naissance	Q233576
Timotheos	Q1342534	décès	Q233576
NiccoloTribolo	Q1360130	naissance	Q2044
NiccoloTribolo	Q1360130	décès	Q2044
JohannesTorrentius	Q2459649	naissance	Q727
JohannesTorrentius	Q2459649	décès	Q727
NicolasTournier	Q2631153	naissance	Q154715
NicolasTournier	Q2631153	décès	Q7880
AntonioDaTrento	Q3620374	naissance	Q3376
AntonioDaTrento	Q3620374	décès	Q182872
DomenicoTibaldi	Q5290131	naissance	Q1891
DomenicoTibaldi	Q5290131	décès	Q1891
JeanToutin	Q6214373	naissance	Q181886
JeanToutin	Q6214373	décès	Q90
Timomaque	Q7806922	naissance	Q23725
RaphaelTrichetDuFresne	Q19754092	naissance	Q1479
RaphaelTrichetDuFresne	Q19754092	décès	Q90
HenriToutin	Q19829722	naissance	Q181886
HenriToutin	Q19829722	décès	Q90
FrancoisTortebat	Q21638792	naissance	Q90
FrancoisTortebat	Q21638792	décès	Q90
AntoineNicolasDeTroy	Q87323627	naissance	Q7880
AntoineNicolasDeTroy	Q87323627	décès	Q7880
Timagoras	Q114319165	décès	Q844930
Virgile	Q1398	naissance	Q491753
Virgile	Q1398	décès	Q13496
PaoloVeronese	Q9440	naissance	Q2028
PaoloVeronese	Q9440	décès	Q641
ValentinienI	Q46720	naissance	Q221495
ValentinienI	Q46720	décès	Q383902
LadislasIV	Q54054	naissance	Q9394237
LadislasIV	Q54054	décès	Q1594489
SaskiaVanUylenburgh	Q109676	naissance	Q25390
SaskiaVanUylenburgh	Q109676	décès	Q727
GiorgioVasari	Q128027	naissance	Q13378
GiorgioVasari	Q128027	décès	Q2044
AndreasVanWesel	Q170267	naissance	Q1864473
AndreasVanWesel	Q170267	décès	Q144880
Terence	Q172048	naissance	Q6343
Terence	Q172048	décès	Q1251026
BenedettoVarchi	Q176833	naissance	Q2044
BenedettoVarchi	Q176833	décès	Q2044
AndreaVerrocchio	Q183458	naissance	Q2044
AndreaVerrocchio	Q183458	décès	Q641
PaoloUccello	Q192488	naissance	Q52096
PaoloUccello	Q192488	décès	Q2044
Varron	Q206119	naissance	Q13396
Varron	Q206119	décès	Q220
JanCorneliszVermeyen	Q240396	naissance	Q9905
JanCorneliszVermeyen	Q240396	décès	Q9005
PubliusValeriusPublicola	Q318726	naissance	be41bb236d332058879a6d5b0c740e37
PubliusValeriusPublicola	Q318726	décès	Q220
PhilippUffenbach	Q319135	naissance	Q1794
PhilippUffenbach	Q319135	décès	Q1794
HubertVanEyck	Q364350	naissance	Q110989
HubertVanEyck	Q364350	décès	Q1296
AgnoloDiVentura	Q374428	naissance	Q2751
ValeriusMaximus	Q379991	naissance	Q1747689
ValeriusMaximus	Q379991	décès	26887d94e5db0d9d0a80fa648d04e0c2
CesareVecellio	Q549400	naissance	Q41065
CesareVecellio	Q549400	décès	Q641
MarcusValeriusMaximus	Q673518	naissance	cd7433376ae47b05ee8936262e3d56f4
MarcusValeriusMaximus	Q673518	décès	Q17051922
StefanoDaVerona	Q724508	naissance	Q2028
StefanoDaVerona	Q724508	décès	Q2028
OttoVanVeen	Q785355	naissance	Q43631
OttoVanVeen	Q785355	décès	Q239
BasileValentin	Q810169	naissance	Q1720
FrancescoVanni	Q960581	naissance	Q2751
FrancescoVanni	Q960581	décès	Q2751
GiovanniDaUdine	Q983350	naissance	Q2790
GiovanniDaUdine	Q983350	décès	Q220
PieterVanMol	Q1032847	naissance	Q12892
PieterVanMol	Q1032847	décès	Q90
LiberaleDaVerona	Q1374872	naissance	Q2028
LiberaleDaVerona	Q1374872	décès	Q2028
GiovanniDeVecchi	Q1529507	naissance	Q52098
GiovanniDeVecchi	Q1529507	décès	Q220
FrancescoVecellio	Q1743903	naissance	Q41065
FrancescoVecellio	Q1743903	décès	Q41065
BonifacioDelVasto	Q1770709	naissance	Q13320
AntonioVeneziano	Q2261335	naissance	Q641
AntonioVeneziano	Q2261335	décès	Q2044
AntonioVerrio	Q2305594	naissance	Q13386
AntonioVerrio	Q2305594	décès	Q205666
AntonioVerrio	Q2305594	naissance	Q52174
AntonioVerrio	Q2305594	décès	Q205666
MarcelloVenusti	Q2716659	naissance	Q39081
MarcelloVenusti	Q2716659	décès	Q220
CarloUrbino	Q2939264	naissance	Q42793
CarloUrbino	Q2939264	décès	Q42793
Valincour	Q3163775	naissance	Q90
Valincour	Q3163775	décès	Q90
KarelVanManderII	Q3374685	naissance	Q12995
KarelVanManderII	Q3374685	décès	Q690
FraGiovanniDaVerona	Q3749194	naissance	Q2028
FraGiovanniDaVerona	Q3749194	décès	Q2028
GiovanniMariaVerdizotti	Q4107591	naissance	Q641
GiovanniMariaVerdizotti	Q4107591	décès	Q641
OrazioVecellio	Q7099974	naissance	Q641
OrazioVecellio	Q7099974	décès	Q641
ZenoneVeronese	Q18545599	naissance	Q2028
ZenoneVeronese	Q18545599	décès	Q111705
PieterVanVeen	Q21289685	naissance	Q43631
PieterVanVeen	Q21289685	décès	Q36600
LucasVanUffelen	Q21526240	naissance	Q727
LucasVanUffelen	Q21526240	décès	Q727
GijsbertVanVeen	Q21855565	naissance	Q43631
GijsbertVanVeen	Q21855565	décès	Q12892
JosephVarin	Q51282754	naissance	Q47135
JosephVarin	Q51282754	décès	Q90
BernardoVecchietti	Q52153968	naissance	Q2044
BernardoVecchietti	Q52153968	décès	Q2044
FilippoValori	Q118611812	naissance	Q2044
LeonardoDaVinci	Q762	naissance	Q154184
LeonardoDaVinci	Q762	décès	Q1122731
Vespasien	Q1419	naissance	Q927670
Vespasien	Q1419	décès	Q383071
LuciusAureliusVerus	Q1433	naissance	Q220
LuciusAureliusVerus	Q1433	décès	Q441542
Vitruve	Q47163	naissance	Q17167
MarcusVipsaniusAgrippa	Q48174	naissance	Q639912
MarcusVipsaniusAgrippa	Q48174	décès	Q1438
RogierVanDerWeyden	Q68631	naissance	Q173219
RogierVanDerWeyden	Q68631	décès	Q239
Xenophon	Q129772	naissance	Q13502175
Xenophon	Q129772	décès	Q103011
Zenon	Q183452	naissance	Q189792
Zenon	Q183452	décès	Q16869
Xenocrate	Q214121	naissance	Q337381
Xenocrate	Q214121	décès	Q1524
MichaelWolgemut	Q262771	naissance	Q2090
MichaelWolgemut	Q262771	décès	Q2090
BlaiseDeVigenere	Q262880	naissance	Q321486
BlaiseDeVigenere	Q262880	décès	Q90
AureliusVictorAfer	Q275606	naissance	Q181238
PhilippeMarieVisconti	Q289285	naissance	Q490
PhilippeMarieVisconti	Q289285	décès	Q490
JacobusDeVoragine	Q313460	naissance	Q271358
JacobusDeVoragine	Q313460	décès	Q1449
GeorgeVilliers	Q313817	naissance	Q23106
GeorgeVilliers	Q313817	décès	Q72259
GeorgeVilliers	Q313817	naissance	Q23106
GeorgeVilliers	Q313817	décès	Q5608428
SimonVouet	Q317920	naissance	Q90
SimonVouet	Q317920	décès	Q90
BartolomeoVivarini	Q456971	naissance	Q641
BartolomeoVivarini	Q456971	décès	Q38
JoosVanWassenhove	Q515796	naissance	Q1296
JoosVanWassenhove	Q515796	décès	Q38
FrancescoVillamena	Q516452	naissance	Q20103
FrancescoVillamena	Q516452	décès	Q220
FlaviusVopiscus	Q534986	naissance	Q35997
MaertenDeVos	Q555022	naissance	Q12892
MaertenDeVos	Q555022	décès	Q12892
ClaudeVignon	Q591684	naissance	Q288
ClaudeVignon	Q591684	décès	Q90
AlofDeWignacourt	Q658756	naissance	Q70972
AlofDeWignacourt	Q658756	décès	Q193896
Vitellion	Q710858	naissance	0e294fb142671bc01c4ce7d4c4d61831
Vitellion	Q710858	décès	Q2820751
BernardoZenale	Q742607	naissance	Q101685
BernardoZenale	Q742607	décès	Q490
JohannesVoet	Q878674	naissance	Q803
JohannesVoet	Q878674	décès	Q803
JohannesVoet	Q878674	naissance	Q803
JohannesVoet	Q878674	décès	Q39297398
LucasVorsterman	Q897552	naissance	Q73462
LucasVorsterman	Q897552	décès	Q12892
AntonioVivarini	Q935534	naissance	Q52437
AntonioVivarini	Q935534	décès	Q641
HansVredemanDeVries	Q944332	naissance	Q25390
HansVredemanDeVries	Q944332	décès	Q1055
AlviseVivarini	Q1258585	naissance	Q641
AlviseVivarini	Q1258585	décès	Q641
AlessandroVittoria	Q1347426	naissance	Q3376
AlessandroVittoria	Q1347426	décès	Q641
HendrickVerschuring	Q1605114	naissance	Q244327
HendrickVerschuring	Q1605114	décès	Q26421
TimoteoViti	Q1709100	naissance	Q2759
TimoteoViti	Q1709100	décès	Q2759
Viridomaros	Q2590752	naissance	Q38060
ArmandJeanVignerotDuPlessis	Q2861881	naissance	Q42810
ArmandJeanVignerotDuPlessis	Q2861881	décès	Q90
AubinVouet	Q2870616	naissance	Q90
AubinVouet	Q2870616	décès	Q90
IsaacVossius	Q3112766	naissance	Q43631
IsaacVossius	Q3112766	décès	Q84
IsaacVossius	Q3112766	naissance	Q43631
IsaacVossius	Q3112766	décès	Q464955
RemyVuibert	Q3456193	naissance	Q209790
RemyVuibert	Q3456193	décès	Q184883
EneaVico	Q3725198	naissance	Q2683
EneaVico	Q3725198	décès	Q13362
GiuseppeNiccoloVicentino	Q5565479	naissance	Q38
PirroIViscontiBorromeo	Q16765845	naissance	Q490
PirroIViscontiBorromeo	Q16765845	décès	Q490
PieterVlerick	Q19883243	naissance	Q12995
PieterVlerick	Q19883243	décès	Q173219
Zoroastre	Q35811	naissance	Q636188
Zoroastre	Q35811	décès	Q182159
Zoroastre	Q35811	naissance	3cf0506bca8172fe8575b88d60f1c202
Zoroastre	Q35811	décès	Q182159
Zoroastre	Q35811	naissance	Q636188
Zoroastre	Q35811	décès	851ad62bc22a407c027db6f1a708a282
Zoroastre	Q35811	naissance	3cf0506bca8172fe8575b88d60f1c202
Zoroastre	Q35811	décès	851ad62bc22a407c027db6f1a708a282
SaintJacquesMajeur	Q43999	naissance	Q501773
SaintJacquesMajeur	Q43999	décès	Q1218
Epaminondas	Q190436	naissance	Q11225429
Epaminondas	Q190436	décès	Q1160195
Epaminondas	Q190436	naissance	Q11225429
Epaminondas	Q190436	décès	Q125995646
Zeuxis	Q197044	naissance	Q1568583
Zeuxis	Q197044	décès	Q1524
SainteElisabeth	Q235849	naissance	Q168225
FedericoZuccaro	Q345605	naissance	Q493800
FedericoZuccaro	Q345605	décès	Q3415
AltichieroDaZevio	Q379567	naissance	Q48462
AltichieroDaZevio	Q379567	décès	Q2028
TaddeoZuccaro	Q434058	naissance	Q493800
TaddeoZuccaro	Q434058	décès	Q220
GaetanoZumbo	Q547564	naissance	Q13670
GaetanoZumbo	Q547564	décès	Q90
JanosZsamboky	Q931436	naissance	Q26175
JanosZsamboky	Q931436	décès	Q1741
MarcoZoppo	Q1369392	naissance	Q95094
MarcoZoppo	Q1369392	décès	Q641
