xml_id,birth_place,region1,region2,region,country,country_qid,region_qid
HansVonAachen,Cologne,district de Cologne,Rhénanie-du-Nord-Westphalie,Allemagne,Allemagne,Q183,Q183
NicoloDellAbbate,Modène,Modène,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
PierreAffre,Béziers,Hérault,Occitanie,France,France,Q142,Q142
Agucchi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
Albane,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
CherubinoAlberti,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
AlbertiDurante,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
GiovanniAlberti,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
LeonBattistaAlberti,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256
MariottoAlbertinelli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
HeinrichAldegrever,Paderborn,arrondissement de Paderborn,Detmold,Allemagne,Allemagne,Q183,Q183
AlessandroAlgardi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
Dante,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
Correge,Correggio,province de Reggio d'Émilie,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
Ingegno,Assise,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280
ChristophAmberger,Kaufbeuren,Souabe,Bavière,Allemagne,Allemagne,Q183,Q183
AngePolitien,Montepulciano,Sienne,Toscane,Toscane,Italie,Q38,Q1273
JostAmman,Zurich,district de Zurich,canton de Zurich,Suisse,Suisse,Q39,Q39
BartolomeoAmmannati,Settignano,Florence,ville métropolitaine de Florence,Toscane,Italie,Q38,Q1273
LippoAndrea,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
JacquesAndrouetDuCerceau,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
FraAngelico,Vicchio,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
EuropaAnguissola,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
LuciaAnguissola,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
SofonisbaAnguissola,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
MichelangeloAnselmi,Lucques,Lucques,Toscane,Toscane,Italie,Q38,Q1273
GiuseppeArchimboldo,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210
PietroAretino,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
SpinelloAretino,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
PellegrinoAretusi,Modène,Modène,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
MargaritoArezzo,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
LudovicoAriosto,Reggio d'Émilie,province de Reggio d'Émilie,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
GiovanniBattistiArmenini,Faenza,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
Guariento,Piove di Sacco,Province de Padoue,Vénétie,Vénétie,Italie,Q38,Q1243
TizianoAspetti,Padoue,Province de Padoue,Vénétie,Vénétie,Italie,Q38,Q1243
JacopoAvanzi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
NicolasBachelier,Arras,Pas-de-Calais,Hauts-de-France,France,France,Q142,Q142
SistoBadalocchio,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
AntonioBadile,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
GiovanniBaglione,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282
BaccioBaldini,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
AlessoBaldovinetti,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
BaccioBandinelli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
GiovanniBandini,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
DanieleBarbaro,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
DomenicoDelBarbiere,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
Guerchin,Cento,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
DirckBarendsz,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55
JacopoBarozziDaVignola,Vignola,Modène,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
CosimoBartoli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
TaddeoDiBartolo,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273
FraBartolomeo,Prato,Prato,Toscane,Toscane,Italie,Q38,Q1273
DomenicoVeneziano,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
MarcoBasaiti,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
FrancescoBassano,Bassano del Grappa,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243
GerolamoBassano,Bassano del Grappa,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243
GiovanniBattistaBassano,Bassano del Grappa,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243
JacopoBassano,Bassano del Grappa,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243
LeandroBassano,Bassano del Grappa,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243
MartinoBassi,Seregno,Monza et Brianza,Lombardie,Lombardie,Italie,Q38,Q1210
JeromeBaullery,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
JohannWilhelmBaur,Strasbourg,Bas-Rhin,République française,France,France,Q142,Q142
CharlesBeaubrun,Amboise,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142
HenriBeaubrun,Amboise,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142
LouisBeaubrun,Amboise,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142
DomenicoBeccafumi,Castelnuovo Berardenga,Sienne,Toscane,Toscane,Italie,Q38,Q1273
JacquesBellange,Bassigny,Haute-Marne,Grand Est,France,France,Q142,Q142
JehanBellegambe,Douai,arrondissement de Douai,Nord,France,France,Q142,Q142
GiovanniBellini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
JacopoBellini,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
GiovanniPietroBellori,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282
PietroBembo,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
Bernin,Naples,ville métropolitaine de Naples,Campanie,Campanie,Italie,Q38,Q1438
GiovanBattistaBertani,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210
JacopoBertoia,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
LorenzoDiBicci,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
Franciabigio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
JacquesBlanchard,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
AbrahamBloemaert,Gorinchem,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
CornelisIIBloemaert,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
LancelotBlondeel,Poperinge,arrondissement administratif d'Ypres,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
FrancoisBlondel,Ribemont,Aisne,Hauts-de-France,France,France,Q142,Q142
BoccaccioBoccaccino,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
CamilloBoccaccino,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
FerdinandBol,Dordrecht,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
HansBol,Malines,arrondissement administratif de Malines,province d'Anvers,Belgique,Belgique,Q31,Q31
NicolasBollery,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
VitaleDaBologna,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
Giambologna,Douai,arrondissement de Douai,Nord,France,France,Q142,Q142
SchelteBolswert,Bolsward,Frise,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
GiovanniAntonioBoltraffio,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210
GiulioBonasone,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
FrancescoBonsignori,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
AlessandroBonvicino,Brescia,Brescia,Lombardie,Lombardie,Italie,Q38,Q1210
ParisBordone,Trévise,Trévise,Vénétie,Vénétie,Italie,Q38,Q1243
HieronimusBosch,Bois-le-Duc,Bois-le-Duc,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55
FrancescoBoschi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
AndreaBoscoli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
AbrahamBosse,Tours,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142
AndriesBoth,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
JanBoth,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
SandroBotticelli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
PierreBoucle,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
HennequinDeBruges,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
Valentin,Coulommiers,Seine-et-Marne,Île-de-France,France,France,Q142,Q142
SebastienBourdon,Montpellier,Hérault,Occitanie,France,France,Q142,Q142
ClaudineBouzonnetStella,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142
FriedrichIBrentel,Lauingen,Landkreis Dillingen an der Donau,Souabe,Allemagne,Allemagne,Q183,Q183
PaulBril,Bréda,Bréda,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55
AgnoloBronzino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
SalomonDeBrosse,Verneuil-en-Halatte,Oise,Hauts-de-France,France,France,Q142,Q142
AdriaenBrouwer,Audenarde,arrondissement administratif d'Audenarde,Flandre-Orientale,Belgique,Belgique,Q31,Q31
LiberalBruand,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
JanBrueghel,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
PieterBrueghelDeOude,Bréda,Bréda,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55
Brunelleschi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
DomenicoBrusasorzi,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
BuonamicoBuffalmacco,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
GiulianoBugiardini,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
JeanBullant,Amiens,Somme,Hauts-de-France,France,France,Q142,Q142
FrancoisBunel,Blois,Loir-et-Cher,Centre-Val de Loire,France,France,Q142,Q142
JacobBunel,Blois,Loir-et-Cher,Centre-Val de Loire,France,France,Q142,Q142
PietroBuonaccorsi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
MichelAnge,Caprese Michelangelo,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
GiovanniBuonconsiglio,Montecchio Maggiore,Vicence,Vénétie,Vénétie,Italie,Q38,Q1243
Duccio,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273
AgostinoBusti,Busto Arsizio,province de Varèse,Lombardie,Lombardie,Italie,Q38,Q1210
BernardinoButinone,Treviglio,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210
NicolasBeatrizet,Lunéville,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142
JanStevenVanCalcar,Kalkar,arrondissement de Clèves,Düsseldorf,Allemagne,Allemagne,Q183,Q183
BenedettoCaliari,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
CarloCaliari,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
GabrieleCaliari,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
JacquesCallot,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142
DenysCalvaert,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
LazzaroCalvi,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256
AndreaCamassei,Bevagna,province de Pérouse,Ombrie,Ombrie,Italie,Q38,Q1280
LucaCambiaso,Moneglia,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256
GirolamoCampagnola,Padoue,Province de Padoue,Vénétie,Vénétie,Italie,Q38,Q1243
GiulioCampagnola,Padoue,Province de Padoue,Vénétie,Vénétie,Italie,Q38,Q1243
AntonioCampi,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
BernardinoCampi,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
GaleazzoCampi,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
GiulioCampi,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
VincenzoCampi,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
PeterCandid,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
LorenzoCanozi,Lendinara,province de Rovigo,Vénétie,Vénétie,Italie,Q38,Q1243
FrancescoCapriani,Volterra,Pise,Toscane,Toscane,Italie,Q38,Q1273
GiovanniJacopoCaraglio,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
Caravage,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210
PolidoroDaCaravaggio,Caravaggio,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210
GiovanFrancescoCaroto,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
VittoreCarpaccio,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
UgoDaCarpi,Q100041,Modène,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
AgostinoCarracci,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
AnnibaleCarracci,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
AntonioCarracci,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
LodovicoCarracci,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
JacopoDiCasentino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
AlessandroCasolani,Mensano,Casole d'Elsa,Sienne,Toscane,Italie,Q38,Q1273
AndreaDelCastagno,San Godenzo,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
BernardoCastello,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256
GiovanniBattistaCastello,Gandino,Bergame,Lombardie,Lombardie,Italie,Q38,Q1210
BaldassareCastiglione,Casatico,Marcaria,Mantoue,Lombardie,Italie,Q38,Q1210
GiovanniBenedettoCastiglione,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,Q1256
PietroCataneo,Sienne,Sienne,Toscane,Toscane,Italie,Q38,Q1273
DaneseCattaneo,Colonnata,Carrare,Massa-Carrara,Toscane,Italie,Q38,Q1273
GiovanniBattistaDeCavalieri,villa Lagarina,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,Q1237
PietroCavallini,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282
GiacomoCavedone,Sassuolo,Modène,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
BenvenutoCellini,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
GiuseppeCesari,Arpino,province de Frosinone,Latium,Latium,Italie,Q38,Q1282
CesareCesariano,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210
AlonsoChacon,Baeza,province de Jaén,Andalousie,Espagne,Espagne,Q29,Q29
JeanChalette,Troyes,Aube,Grand Est,France,France,Q142,Q142
JeanBaptisteDeChampaigne,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
PhilippeDeChampaigne,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
NicolasChaperon,Châteaudun,Eure-et-Loir,Centre-Val de Loire,France,France,Q142,Q142
CimaDaConegliano,Conegliano,Trévise,Vénétie,Vénétie,Italie,Q38,Q1243
Cimabue,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
BartolomeoCincani,Orzinuovi,Brescia,Lombardie,Lombardie,Italie,Q38,Q1210
ValerioDiSimoneCioli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
Orcagna,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
NiccoloCircignani,Pomarance,Pise,Toscane,Toscane,Italie,Q38,Q1273
VincenzoCiverchio,Crema,Crémone,Lombardie,Lombardie,Italie,Q38,Q1210
MatteoDiGiovanniCivitali,Lucques,Lucques,Toscane,Toscane,Italie,Q38,Q1273
GiovanniBattistaClarici,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279
JoosVanCleve,Clèves,arrondissement de Clèves,Düsseldorf,Allemagne,Allemagne,Q183,Q183
GiulioClovio,Grižane-Belgrad,Primorje-Gorski Kotar,Adriatic Croatia,Croatie,Croatie,Q224,Q224
HieronymusCock,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
BenedettoCoda,Trévise,Trévise,Vénétie,Vénétie,Italie,Q38,Q1243
PieterCoeckeVanAelst,Alost,arrondissement administratif d'Alost,Flandre-Orientale,Belgique,Belgique,Q31,Q31
AdriaenCollaert,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
RaffaellinoDelColle,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
AntonioDaSangalloIlGiovane,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
AlviseCornaro,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
MichelCorneille,Orléans,Loiret,Centre-Val de Loire,France,France,Q142,Q142
PierreCorneille,Rouen,Seine-Maritime,Normandie,France,France,Q142,Q142
CornelisVanHaarlem,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
LucasCornelisz,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
CornelisCort,Hoorn,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
PierreDeCortone,Cortone,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
PieroDiCosimo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
SilvioCosini,Fiesole,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
LorenzoCosta,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
JeanICotelle,Meaux,Seine-et-Marne,Île-de-France,France,France,Q142,Q142
JeanCousin,Sens,arrondissement de Sens,Yonne,France,France,Q142,Q142
MichelICoxie,Malines,Malines,arrondissement administratif de Malines,Belgique,Belgique,Q31,Q31
SimoneDeiCrocifissi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
BattistaDelMoro,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
MarcoDOggiono,Oggiono,Lecco,Lombardie,Lombardie,Italie,Q38,Q1210
MichelinoDaBesozzo,Besozzo,province de Varèse,Lombardie,Lombardie,Italie,Q38,Q1210
LippoDalmasio,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
PellegrinoDaSanDaniele,Udine,Organisme de décentralisation régionale d'Udine,Frioul-Vénétie Julienne,Frioul-Vénétie Julienne,Italie,Q38,Q1250
JeanDaret,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
CarloDati,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
CornelisVanHeem,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
JuanDeHerreraDeMaliano,Roiz,Valdáliga,Cantabrie,Espagne,Espagne,Q29,Q29
EtienneDelaune,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
WillemJacobszDelff,Delft,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
StefanoDellaBella,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
MarcoDente,Ravenne,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
ClaudeDeruet,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142
GirardDesargues,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142
Bramante,Fermignano,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279
ArnolfoDiLapo,Colle di Val d'Elsa,Sienne,Toscane,Toscane,Italie,Q38,Q1273
BenedettoDiada,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
AbrahamJanszVanDiepenbeeck,Bois-le-Duc,Bois-le-Duc,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55
Dominiquin,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
Donatello,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
Mastelletta,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
CharlesDorigny,La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,France,France,Q142,Q142
MichelDorigny,Saint-Quentin,Aisne,Hauts-de-France,France,France,Q142,Q142
BattistaDossi,San Giovanni del Dosso,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210
DossoDossi,Mirandola,Modène,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
GerritDou,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
FrancoisDuQuesnoy,Bruxelles,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
AmbroiseDubois,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
ToussaintDubreuil,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
JacquesDubroeucq,Mons,arrondissement administratif de Mons,Hainaut,Belgique,Belgique,Q31,Q31
GaspardDughet,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282
KarelDujardin,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55
GuillaumeDumee,Fontainebleau,Seine-et-Marne,Île-de-France,France,France,Q142,Q142
EtienneDuperac,Bordeaux,Gironde,Nouvelle-Aquitaine,France,France,Q142,Q142
AntoineDurand,Toulouse,Haute-Garonne,Occitanie,France,France,Q142,Q142
VanDyck,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
AlbrechtDurer,Nuremberg,Moyenne-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183
AlbrechtDurerElder,Ajtós,Békés,Hongrie,Hongrie,Hongrie,Q28,Q28
JustusVanEgmont,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
FerdinandElle,Malines,arrondissement administratif de Malines,province d'Anvers,Belgique,Belgique,Q31,Q31
AdamElsheimer,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183
MarioEquicola,Alvito,province de Frosinone,Latium,Latium,Italie,Q38,Q1282
CharlesErrard,Nantes,Loire-Atlantique,Pays de la Loire,France,France,Q142,Q142
JeanErrard,Bar-le-Duc,Meuse,Grand Est,France,France,Q142,Q142
VanEyck,Maseyk,arrondissement administratif de Maaseik,Limbourg,Belgique,Belgique,Q31,Q31
GentileDaFabriano,Fabriano,Ancône,Marches,Marches,Italie,Q38,Q1279
PietroFacchetti,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,Q1210
Filarete,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
GiacomoFantoni,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
PaoloFarinati,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,Q1243
JeanBaptisteDeFaudran,Lambesc,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,France,France,Q142,Q142
AndreaFeltrini,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
Gaudenzio,Valduggia,Verceil,Piémont,Piémont,Italie,Q38,Q1216
FrancescoFerrucci,Fiesole,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
MinoDaFiesole,Poppi,Arezzo,Toscane,Toscane,Italie,Q38,Q1273
AmbrogioFigino,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210
MasoFiniguerra,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
JacobelloDelFiore,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,Q1243
StefanoFiorentino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
MaturinoFiorentino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,Q1273
Baroccio,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,Q1279
FlaminioVacca,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,Q1282
FransFlorisI,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
AnnibaleFontana,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,Q1210
DomenicoFontana,Melide,Cercle de Paradiso,district de Lugano,Suisse,Suisse,Q39,Q39
LaviniaFontana,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,Q1263
